Category,Pack,FileName,Path,SizeBytes,SizeKB,UsedStatus,ReferencedBy
Texture,Space_Exploration_GUI_Kit,ranking-4+-medium.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Medium/ranking-4+-medium.png,437,0.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-container-medium.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Medium/ranking-container-medium.png,787,0.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-highlight-medium.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Medium/ranking-highlight-medium.png,3003,2.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-1st-highlight-small.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-1st-highlight-small.png,1485,1.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-1st-small 1.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-1st-small 1.png,484,0.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-1st-small.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-1st-small.png,250,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-2nd-highlight-small.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-2nd-highlight-small.png,1480,1.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-2nd-small 1.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-2nd-small 1.png,489,0.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-2nd-small.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-2nd-small.png,255,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-3rd-highlight-small.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-3rd-highlight-small.png,1500,1.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-3rd-small 1.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-3rd-small 1.png,494,0.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-3rd-small.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-3rd-small.png,255,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-4+-highlight-small.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-4+-highlight-small.png,1510,1.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-4+-small 1.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-4+-small 1.png,481,0.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-4+-small.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-4+-small.png,253,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-container-small.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-container-small.png,402,0.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,ranking-highlight-small.png,Assets/Space_Exploration_GUI_Kit/Rank_System_Components/Small/ranking-highlight-small.png,1399,1.4,UNUSED,
Scene,Space_Exploration_GUI_Kit,Defeat_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Defeat_Demo.unity,52354,51.1,UNUSED,
Scene,Space_Exploration_GUI_Kit,Gem_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Gem_Demo.unity,170789,166.8,UNUSED,
Scene,Space_Exploration_GUI_Kit,Gold_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Gold_Demo.unity,172601,168.6,UNUSED,
Scene,Space_Exploration_GUI_Kit,Inventory_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Inventory_Demo.unity,444561,434.1,UNUSED,
Scene,Space_Exploration_GUI_Kit,Item_demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Item_demo.unity,360799,352.3,UNUSED,
Scene,Space_Exploration_GUI_Kit,Level_Select_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Level_Select_Demo.unity,376386,367.6,UNUSED,
Scene,Space_Exploration_GUI_Kit,Level_Up_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Level_Up_Demo.unity,93338,91.2,UNUSED,
Scene,Space_Exploration_GUI_Kit,Log_In_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Log_In_Demo.unity,153386,149.8,UNUSED,
Scene,Space_Exploration_GUI_Kit,Mission_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Mission_Demo.unity,413447,403.8,UNUSED,
Scene,Space_Exploration_GUI_Kit,Pause_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Pause_Demo.unity,123698,120.8,UNUSED,
Scene,Space_Exploration_GUI_Kit,Ranking_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Ranking_Demo.unity,640581,625.6,UNUSED,
Scene,Space_Exploration_GUI_Kit,Remove_Ads_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Remove_Ads_Demo.unity,113192,110.5,UNUSED,
Scene,Space_Exploration_GUI_Kit,Settings_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Settings_Demo.unity,244095,238.4,UNUSED,
Scene,Space_Exploration_GUI_Kit,Title_Page_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Title_Page_Demo.unity,38800,37.9,UNUSED,
Scene,Space_Exploration_GUI_Kit,Victory_Demo.unity,Assets/Space_Exploration_GUI_Kit/Scenes/Victory_Demo.unity,75307,73.5,UNUSED,
Script,Space_Exploration_GUI_Kit,Scene_Controller.cs,Assets/Space_Exploration_GUI_Kit/Scripts/Scene_Controller.cs,455,0.4,ORPHAN MonoBehaviour,"compiles, but no scene, prefab or script references it"
Script,Space_Exploration_GUI_Kit,Toggle.cs,Assets/Space_Exploration_GUI_Kit/Scripts/Toggle.cs,1167,1.1,USED (code),"referenced by StorePanel.cs, UiPanel.cs"
Texture,Space_Exploration_GUI_Kit,check-box-empty-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/check-box-empty-extra-large.png,724,0.7,PACK-DEMO ONLY,referenced only inside its own pack by Check_Box_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,check-box-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/check-box-extra-large.png,1958,1.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,check-box-ticked-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/check-box-ticked-extra-large.png,2610,2.5,PACK-DEMO ONLY,referenced only inside its own pack by Check_Box_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,check-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/check-extra-large.png,1553,1.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,circle-button-blank-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/circle-button-blank-extra-large.png,4264,4.2,PACK-DEMO ONLY,referenced only inside its own pack by Close_Button_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,drop-down-button-blank-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/drop-down-button-blank-extra-large.png,1937,1.9,PACK-DEMO ONLY,referenced only inside its own pack by Dropdown_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,drop-down-divider-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/drop-down-divider-extra-large.png,347,0.3,PACK-DEMO ONLY,referenced only inside its own pack by Dropdown_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,drop-down-triangle-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/drop-down-triangle-extra-large.png,883,0.9,PACK-DEMO ONLY,referenced only inside its own pack by Dropdown_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,heart-gem-coin-bar-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/heart-gem-coin-bar-extra-large.png,1197,1.2,PACK-DEMO ONLY,referenced only inside its own pack by Coin_Amount_Extra_Large.prefab +2 more
Texture,Space_Exploration_GUI_Kit,homepage-gui-line-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/homepage-gui-line-extra-large.png,262,0.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-underline-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/inventory-underline-extra-large.png,225,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-bar-empty-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/level-bar-empty-extra-large.png,1315,1.3,PACK-DEMO ONLY,referenced only inside its own pack by Experience_Points_Container_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,level-bar-full-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/level-bar-full-extra-large.png,1225,1.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-icon-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/level-icon-extra-large.png,4056,4.0,PACK-DEMO ONLY,referenced only inside its own pack by Experience_Points_Container_Extra_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,mission-bar-completed-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/mission-bar-completed-extra-large.png,1679,1.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,mission-bar-empty-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/mission-bar-empty-extra-large.png,1254,1.2,PACK-DEMO ONLY,referenced only inside its own pack by Progress_Slider_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,mission-bar-full-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/mission-bar-full-extra-large.png,1680,1.6,PACK-DEMO ONLY,referenced only inside its own pack by Progress_Slider_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,missions-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/missions-container-extra-large.png,8538,8.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,notification-circle-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/notification-circle-extra-large.png,690,0.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,off-deselected-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/off-deselected-extra-large.png,6705,6.5,PACK-DEMO ONLY,referenced only inside its own pack by On-Off_Toggle_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,off-slected-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/off-slected-extra-large.png,6787,6.6,PACK-DEMO ONLY,referenced only inside its own pack by On-Off_Toggle_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,on-deselected-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/on-deselected-extra-large.png,6698,6.5,PACK-DEMO ONLY,referenced only inside its own pack by On-Off_Toggle_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,on-off-deselected-blank-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/on-off-deselected-blank-extra-large.png,4726,4.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,on-off-selected-blank-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/on-off-selected-blank-extra-large.png,4823,4.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,on-selected-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/on-selected-extra-large.png,6787,6.6,PACK-DEMO ONLY,referenced only inside its own pack by On-Off_Toggle_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,scroll-bar-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/scroll-bar-extra-large.png,471,0.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,settings-divider-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/settings-divider-extra-large.png,486,0.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,short-button-flat-dark-purple-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/short-button-flat-dark-purple-extra-large.png,1866,1.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,short-button-flat-purple-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/short-button-flat-purple-extra-large.png,2747,2.7,PACK-DEMO ONLY,referenced only inside its own pack by Claim_Button_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,short-button-flat-purple-locked-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/short-button-flat-purple-locked-extra-large.png,4473,4.4,PACK-DEMO ONLY,referenced only inside its own pack by Claim_Button_Extra_Large_VAR2.prefab
Texture,Space_Exploration_GUI_Kit,sound-bar-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/sound-bar-container-extra-large.png,1969,1.9,PACK-DEMO ONLY,referenced only inside its own pack by Sound_Slider_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,sound-bar-fill-segment-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/sound-bar-fill-segment-extra-large.png,452,0.4,PACK-DEMO ONLY,referenced only inside its own pack by Sound_Slider_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,sound-bar-full-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/sound-bar-full-extra-large.png,2324,2.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,username-password-container-selected-deselected-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/username-password-container-selected-deselected-extra-large.png,2390,2.3,PACK-DEMO ONLY,referenced only inside its own pack by Password_Input_Extra_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,username-password-container-selected-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/username-password-container-selected-extra-large.png,2396,2.3,PACK-DEMO ONLY,referenced only inside its own pack by Password_Input_Extra_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,vertical-scroll-bar-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/vertical-scroll-bar-container-extra-large.png,3700,3.6,PACK-DEMO ONLY,referenced only inside its own pack by Vertical_Slider_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,vertical-scroll-bar-handle-extra-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Extra Large/vertical-scroll-bar-handle-extra-large.png,3700,3.6,PACK-DEMO ONLY,referenced only inside its own pack by Vertical_Slider_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,check-box-empty-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/check-box-empty-large.png,362,0.4,PACK-DEMO ONLY,referenced only inside its own pack by Check_Box_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,check-box-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/check-box-large.png,1023,1.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,check-box-ticked-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/check-box-ticked-large.png,1396,1.4,PACK-DEMO ONLY,referenced only inside its own pack by Check_Box_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,check-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/check-large.png,857,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Mission_Demo.unity
Texture,Space_Exploration_GUI_Kit,circle-button-blank-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/circle-button-blank-large.png,1748,1.7,PACK-DEMO ONLY,referenced only inside its own pack by Close_Button_Large.prefab +7 more
Texture,Space_Exploration_GUI_Kit,drop-down-button-blank-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/drop-down-button-blank-large.png,927,0.9,PACK-DEMO ONLY,referenced only inside its own pack by Dropdown_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,drop-down-divider-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/drop-down-divider-large.png,202,0.2,PACK-DEMO ONLY,referenced only inside its own pack by Dropdown_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,drop-down-triangle-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/drop-down-triangle-large.png,518,0.5,PACK-DEMO ONLY,referenced only inside its own pack by Dropdown_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,heart-gem-coin-bar-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/heart-gem-coin-bar-large.png,567,0.6,PACK-DEMO ONLY,referenced only inside its own pack by Coin_Amount_Large.prefab +13 more
Texture,Space_Exploration_GUI_Kit,homepage-gui-line-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/homepage-gui-line-large.png,183,0.2,PACK-DEMO ONLY,referenced only inside its own pack by Title_Page_Demo.unity
Texture,Space_Exploration_GUI_Kit,inventory-underline-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/inventory-underline-large.png,179,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-bar-empty-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/level-bar-empty-large.png,605,0.6,PACK-DEMO ONLY,referenced only inside its own pack by Experience_Points_Container_Large.prefab +11 more
Texture,Space_Exploration_GUI_Kit,level-bar-full-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/level-bar-full-large.png,578,0.6,PACK-DEMO ONLY,referenced only inside its own pack by Experience_Points_Container_Extra_Large.prefab +13 more
Texture,Space_Exploration_GUI_Kit,level-icon-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/level-icon-large.png,2319,2.3,PACK-DEMO ONLY,referenced only inside its own pack by Experience_Points_Container_Large.prefab +11 more
Texture,Space_Exploration_GUI_Kit,mission-bar-completed-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/mission-bar-completed-large.png,794,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Mission_Demo.unity
Texture,Space_Exploration_GUI_Kit,mission-bar-empty-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/mission-bar-empty-large.png,574,0.6,PACK-DEMO ONLY,referenced only inside its own pack by Progress_Slider_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,mission-bar-full-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/mission-bar-full-large.png,798,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Progress_Slider_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,missions-container-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/missions-container-large.png,2778,2.7,PACK-DEMO ONLY,referenced only inside its own pack by Mission_Demo.unity
Texture,Space_Exploration_GUI_Kit,notification-circle-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/notification-circle-large.png,377,0.4,PACK-DEMO ONLY,referenced only inside its own pack by Gem_Demo.unity +10 more
Texture,Space_Exploration_GUI_Kit,off-deselected-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/off-deselected-large.png,3368,3.3,PACK-DEMO ONLY,referenced only inside its own pack by On-Off_Toggle_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,off-slected-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/off-slected-large.png,3396,3.3,PACK-DEMO ONLY,referenced only inside its own pack by On-Off_Toggle_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,on-deselected-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/on-deselected-large.png,3379,3.3,PACK-DEMO ONLY,referenced only inside its own pack by On-Off_Toggle_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,on-off-deselected-blank-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/on-off-deselected-blank-large.png,2424,2.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,on-off-selected-blank-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/on-off-selected-blank-large.png,2465,2.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,on-selected-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/on-selected-large.png,3409,3.3,PACK-DEMO ONLY,referenced only inside its own pack by On-Off_Toggle_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,scroll-bar-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/scroll-bar-large.png,250,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,settings-divider-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/settings-divider-large.png,237,0.2,PACK-DEMO ONLY,referenced only inside its own pack by Settings_Demo.unity
Texture,Space_Exploration_GUI_Kit,short-button-flat-dark-purple-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/short-button-flat-dark-purple-large.png,885,0.9,PACK-DEMO ONLY,referenced only inside its own pack by Mission_Demo.unity
Texture,Space_Exploration_GUI_Kit,short-button-flat-purple-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/short-button-flat-purple-large.png,1418,1.4,PACK-DEMO ONLY,referenced only inside its own pack by Claim_Button_Large.prefab
Texture,Space_Exploration_GUI_Kit,short-button-flat-purple-locked-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/short-button-flat-purple-locked-large.png,2286,2.2,PACK-DEMO ONLY,referenced only inside its own pack by Claim_Button_Large_VAR2.prefab
Texture,Space_Exploration_GUI_Kit,sound-bar-container-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/sound-bar-container-large.png,793,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Sound_Slider_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,sound-bar-fill-segment-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/sound-bar-fill-segment-large.png,237,0.2,PACK-DEMO ONLY,referenced only inside its own pack by Sound_Slider_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,sound-bar-full-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/sound-bar-full-large.png,1207,1.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,username-password-container-selected-deselected-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/username-password-container-selected-deselected-large.png,1018,1.0,PACK-DEMO ONLY,referenced only inside its own pack by Password_Input_Large.prefab +2 more
Texture,Space_Exploration_GUI_Kit,username-password-container-selected-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/username-password-container-selected-large.png,1020,1.0,PACK-DEMO ONLY,referenced only inside its own pack by Password_Input_Large.prefab +2 more
Texture,Space_Exploration_GUI_Kit,vertical-scroll-bar-container-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/vertical-scroll-bar-container-large.png,981,1.0,PACK-DEMO ONLY,referenced only inside its own pack by Vertical_Slider_Large.prefab +3 more
Texture,Space_Exploration_GUI_Kit,vertical-scroll-bar-handle-large.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Large/vertical-scroll-bar-handle-large.png,978,1.0,PACK-DEMO ONLY,referenced only inside its own pack by Vertical_Slider_Large.prefab +3 more
Texture,Space_Exploration_GUI_Kit,check-box-empty-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/check-box-empty-medium.png,222,0.2,PACK-DEMO ONLY,referenced only inside its own pack by Check_Box_Medium.prefab
Texture,Space_Exploration_GUI_Kit,check-box-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/check-box-medium.png,597,0.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,check-box-ticked-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/check-box-ticked-medium.png,783,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Check_Box_Medium.prefab
Texture,Space_Exploration_GUI_Kit,check-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/check-medium.png,462,0.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,circle-button-blank-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/circle-button-blank-medium.png,945,0.9,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,drop-down-button-blank-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/drop-down-button-blank-medium.png,453,0.4,PACK-DEMO ONLY,referenced only inside its own pack by Dropdown_Medium.prefab
Texture,Space_Exploration_GUI_Kit,drop-down-divider-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/drop-down-divider-medium.png,150,0.1,PACK-DEMO ONLY,referenced only inside its own pack by Dropdown_Medium.prefab
Texture,Space_Exploration_GUI_Kit,drop-down-triangle-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/drop-down-triangle-medium.png,323,0.3,PACK-DEMO ONLY,referenced only inside its own pack by Dropdown_Medium.prefab
Texture,Space_Exploration_GUI_Kit,heart-gem-coin-bar-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/heart-gem-coin-bar-medium.png,331,0.3,PACK-DEMO ONLY,referenced only inside its own pack by Coin_Amount_Medium.prefab +2 more
Texture,Space_Exploration_GUI_Kit,homepage-gui-line-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/homepage-gui-line-medium.png,153,0.1,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,inventory-underline-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/inventory-underline-medium.png,151,0.1,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-bar-empty-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/level-bar-empty-medium.png,341,0.3,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,level-bar-full-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/level-bar-full-medium.png,299,0.3,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,level-icon-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/level-icon-medium.png,1331,1.3,PACK-DEMO ONLY,referenced only inside its own pack by Experience_Points_Container_Medium.prefab
Texture,Space_Exploration_GUI_Kit,mission-bar-completed-medium.png,Assets/Space_Exploration_GUI_Kit/Settings_&_Menu_Components/Medium/mission-bar-completed-medium.png,407,0.4,UNUSED,
